X_TIME,Y_TIME,DURATION_MS
2026-01-14 13:17:15.030,2026-01-14 13:17:15.371,341
2026-01-14 13:17:33.011,2026-01-14 13:17:33.350,339
2026-01-14 13:17:58.271,2026-01-14 13:17:58.611,340
2026-01-14 13:18:28.831,2026-01-14 13:18:29.170,339
2026-01-14 13:19:08.871,2026-01-14 13:19:09.201,330
2026-01-14 13:19:47.560,2026-01-14 13:19:47.901,341
2026-01-14 13:20:27.661,2026-01-14 13:20:28.000,339
2026-01-14 13:21:05.321,2026-01-14 13:21:05.660,339
2026-01-14 13:21:47.170,2026-01-14 13:21:47.510,340
2026-01-14 13:22:26.970,2026-01-14 13:22:27.311,341
2026-01-14 13:23:06.681,2026-01-14 13:23:07.021,340
2026-01-14 13:23:44.181,2026-01-14 13:23:44.511,330
2026-01-14 13:24:24.501,2026-01-14 13:24:24.840,339
2026-01-14 13:24:58.342,2026-01-14 13:24:58.681,339
2026-01-14 13:25:37.300,2026-01-14 13:25:37.631,331
2026-01-14 13:26:15.532,2026-01-14 13:26:15.870,338
2026-01-14 13:26:51.530,2026-01-14 13:26:51.860,330
2026-01-14 13:27:27.551,2026-01-14 13:27:27.891,340
2026-01-14 13:28:05.590,2026-01-14 13:28:05.931,341
2026-01-14 13:28:42.340,2026-01-14 13:28:42.680,340
2026-01-14 13:29:23.711,2026-01-14 13:29:24.041,330
2026-01-14 13:30:01.320,2026-01-14 13:30:01.661,341
2026-01-14 13:30:41.040,2026-01-14 13:30:41.370,330
2026-01-14 13:31:19.560,2026-01-14 13:31:19.901,341
2026-01-14 13:31:57.891,2026-01-14 13:31:58.231,340
2026-01-14 13:32:34.031,2026-01-14 13:32:34.360,329
2026-01-14 13:33:14.510,2026-01-14 13:33:14.840,330
2026-01-14 13:33:54.401,2026-01-14 13:33:54.730,329
2026-01-14 13:34:31.530,2026-01-14 13:34:31.860,330
2026-01-14 13:35:09.620,2026-01-14 13:35:09.961,341
2026-01-14 13:35:47.371,2026-01-14 13:35:47.700,329
2026-01-14 13:36:25.000,2026-01-14 13:36:25.341,341
2026-01-14 13:37:01.351,2026-01-14 13:37:01.691,340
2026-01-14 13:37:41.210,2026-01-14 13:37:41.541,331
2026-01-14 13:38:17.001,2026-01-14 13:38:17.340,339
2026-01-14 13:38:56.990,2026-01-14 13:38:57.321,331
2026-01-14 13:39:41.121,2026-01-14 13:39:41.460,339
2026-01-14 13:40:20.091,2026-01-14 13:40:20.430,339
2026-01-14 13:40:57.491,2026-01-14 13:40:57.830,339
2026-01-14 13:41:35.921,2026-01-14 13:41:36.251,330
2026-01-14 13:42:13.391,2026-01-14 13:42:13.731,340
2026-01-14 13:42:53.671,2026-01-14 13:42:54.010,339
2026-01-14 13:43:34.701,2026-01-14 13:43:35.030,329
2026-01-14 13:44:13.121,2026-01-14 13:44:13.451,330
2026-01-14 13:44:52.540,2026-01-14 13:44:52.871,331
2026-01-14 13:45:35.991,2026-01-14 13:45:36.330,339
2026-01-14 13:46:18.132,2026-01-14 13:46:18.460,328
2026-01-14 13:46:59.001,2026-01-14 13:46:59.330,329
2026-01-14 13:47:42.892,2026-01-14 13:47:43.220,328
2026-01-14 13:48:22.010,2026-01-14 13:48:22.341,331
2026-01-14 13:49:15.142,2026-01-14 13:49:15.470,328
2026-01-14 13:49:56.160,2026-01-14 13:49:56.501,341
2026-01-14 13:50:36.271,2026-01-14 13:50:36.610,339
2026-01-14 13:51:14.321,2026-01-14 13:51:14.651,330
2026-01-14 13:51:57.800,2026-01-14 13:51:58.131,331
2026-01-14 13:52:38.621,2026-01-14 13:52:38.951,330
2026-01-14 13:53:26.130,2026-01-14 13:53:26.471,341
2026-01-14 13:54:08.070,2026-01-14 13:54:08.410,340
2026-01-14 13:54:52.551,2026-01-14 13:54:52.880,329
2026-01-14 13:55:38.300,2026-01-14 13:55:38.630,330
2026-01-14 13:56:23.581,2026-01-14 13:56:23.910,329
2026-01-14 13:57:58.160,2026-01-14 13:57:58.501,341
2026-01-14 13:58:57.871,2026-01-14 13:58:58.210,339
2026-01-14 13:59:41.111,2026-01-14 13:59:41.440,329
2026-01-14 14:00:20.891,2026-01-14 14:00:21.220,329
2026-01-14 14:01:03.570,2026-01-14 14:01:03.900,330
2026-01-14 14:01:44.711,2026-01-14 14:01:45.051,340
2026-01-14 14:02:22.720,2026-01-14 14:02:23.050,330
2026-01-14 14:03:04.261,2026-01-14 14:03:04.591,330
2026-01-14 14:03:47.661,2026-01-14 14:03:48.000,339
2026-01-14 14:04:28.610,2026-01-14 14:04:28.940,330
2026-01-14 14:05:10.101,2026-01-14 14:05:10.431,330
2026-01-14 14:05:50.591,2026-01-14 14:05:50.920,329
2026-01-14 14:06:32.130,2026-01-14 14:06:32.461,331
2026-01-14 14:07:15.251,2026-01-14 14:07:15.591,340
2026-01-14 14:07:54.000,2026-01-14 14:07:54.340,340
2026-01-14 14:08:32.430,2026-01-14 14:08:32.761,331
2026-01-14 14:09:12.312,2026-01-14 14:09:12.642,330
2026-01-14 14:09:51.021,2026-01-14 14:09:51.350,329
2026-01-14 14:10:27.490,2026-01-14 14:10:27.831,341
2026-01-14 14:11:09.720,2026-01-14 14:11:10.051,331
2026-01-14 14:11:49.930,2026-01-14 14:11:50.260,330
2026-01-14 14:12:39.110,2026-01-14 14:12:39.440,330
2026-01-14 14:13:16.571,2026-01-14 14:13:16.900,329
2026-01-14 14:13:58.931,2026-01-14 14:13:59.261,330
2026-01-14 14:14:40.121,2026-01-14 14:14:40.450,329
2026-01-14 14:15:23.710,2026-01-14 14:15:24.041,331
2026-01-14 14:16:12.520,2026-01-14 14:16:12.851,331
2026-01-14 14:16:53.361,2026-01-14 14:16:53.690,329
2026-01-14 14:17:31.501,2026-01-14 14:17:31.841,340
2026-01-14 14:18:12.061,2026-01-14 14:18:12.390,329
2026-01-14 14:18:49.080,2026-01-14 14:18:49.411,331
2026-01-14 14:19:28.911,2026-01-14 14:19:29.240,329
2026-01-14 14:20:07.720,2026-01-14 14:20:08.050,330
2026-01-14 14:20:51.511,2026-01-14 14:20:51.841,330
2026-01-14 14:21:30.441,2026-01-14 14:21:30.780,339
2026-01-14 14:22:13.171,2026-01-14 14:22:13.510,339
2026-01-14 14:22:50.200,2026-01-14 14:22:50.540,340
2026-01-14 14:23:28.550,2026-01-14 14:23:28.881,331
2026-01-14 14:24:08.701,2026-01-14 14:24:09.040,339
2026-01-14 14:24:48.490,2026-01-14 14:24:48.820,330
2026-01-14 14:25:28.021,2026-01-14 14:25:28.351,330
2026-01-14 14:26:05.650,2026-01-14 14:26:05.981,331
2026-01-14 14:26:51.481,2026-01-14 14:26:51.821,340
2026-01-14 14:27:38.961,2026-01-14 14:27:39.291,330
2026-01-14 14:28:18.611,2026-01-14 14:28:18.950,339
2026-01-14 14:28:56.210,2026-01-14 14:28:56.540,330
2026-01-14 14:29:33.801,2026-01-14 14:29:34.131,330
2026-01-14 14:30:48.781,2026-01-14 14:30:49.110,329
2026-01-14 14:31:57.541,2026-01-14 14:31:57.880,339
2026-01-14 14:32:35.810,2026-01-14 14:32:36.151,341
2026-01-14 14:33:46.320,2026-01-14 14:33:46.651,331
2026-01-14 14:34:24.901,2026-01-14 14:34:25.240,339
2026-01-14 14:35:04.420,2026-01-14 14:35:04.761,341
2026-01-14 14:36:06.281,2026-01-14 14:36:06.611,330
2026-01-14 14:36:47.321,2026-01-14 14:36:47.651,330
2026-01-14 14:37:31.211,2026-01-14 14:37:31.550,339
2026-01-14 14:38:09.010,2026-01-14 14:38:09.341,331
2026-01-14 14:38:45.990,2026-01-14 14:38:46.321,331
2026-01-14 14:39:26.411,2026-01-14 14:39:26.741,330
2026-01-14 14:40:07.651,2026-01-14 14:40:07.981,330
2026-01-14 14:40:44.351,2026-01-14 14:40:44.691,340
2026-01-14 14:41:22.890,2026-01-14 14:41:23.231,341
2026-01-14 14:42:01.581,2026-01-14 14:42:01.911,330
2026-01-14 14:42:51.650,2026-01-14 14:42:51.981,331
2026-01-14 14:43:28.401,2026-01-14 14:43:28.730,329
2026-01-14 14:44:06.511,2026-01-14 14:44:06.841,330
2026-01-14 14:44:45.160,2026-01-14 14:44:45.500,340
2026-01-14 14:45:26.321,2026-01-14 14:45:26.660,339
2026-01-14 14:46:24.450,2026-01-14 14:46:24.791,341
2026-01-14 14:47:01.971,2026-01-14 14:47:02.301,330
2026-01-14 14:47:58.371,2026-01-14 14:47:58.712,341
2026-01-14 14:48:40.311,2026-01-14 14:48:40.641,330
2026-01-14 14:49:24.890,2026-01-14 14:49:25.221,331
2026-01-14 14:50:02.490,2026-01-14 14:50:02.821,331
2026-01-14 14:50:45.001,2026-01-14 14:50:45.331,330
2026-01-14 14:51:28.531,2026-01-14 14:51:28.860,329
2026-01-14 14:52:09.040,2026-01-14 14:52:09.380,340
2026-01-14 14:52:53.040,2026-01-14 14:52:53.381,341
2026-01-14 14:53:37.381,2026-01-14 14:53:37.710,329
2026-01-14 14:54:14.621,2026-01-14 14:54:14.962,341
2026-01-14 14:54:55.780,2026-01-14 14:54:56.122,342
2026-01-14 14:55:37.691,2026-01-14 14:55:38.021,330
